nombre,geometry
Sur,"POLYGON ((21.867710886500767 -102.30887026101101, 21.806064818526675 -102.34547275302077, 21.7717974272627 -102.2587509691, 21.87104912331657 -102.2709519824341, 21.867710886500767 -102.30887026101101))"
